Leaf_Length,Leaf_Width,Stem_Length,Petal_Size,Label
5.2483570765056164,2.919806630975801,28.649643450051236,2.2368769768490435,0.0
4.930867849414407,2.7773901048738305,29.710962658568963,2.6558459956881992,0.0
5.323844269050346,2.517889110976052,28.415160158000077,2.8345577866313425,0.0
5.761514928204012,2.3059189666883277,29.38407694072192,3.755075062936076,0.0
4.882923312638332,2.7094669940840768,26.21277066609243,3.2226212498135034,0.0
4.88293152152541,2.618045615626525,30.426587414745878,2.4658073723600435,0.0
5.789606407753696,2.7685579660083195,30.00241095072445,3.194414515767055,0.0
5.383717364576454,2.690551540504591,28.365822737863617,2.381078404424654,0.0
4.765262807032524,2.8148658145958008,31.31849133686481,3.4330764215548295,0.0
5.2712800217929825,2.3394294365318298,31.875140275253116,2.8115501392728484,0.0
4.768291153593768,2.895218219690298,26.78488027126205,2.9625455245043315,0.0
4.767135123214872,2.55927988140772,28.47455044286757,3.530318659016876,0.0
5.120981135783017,3.1225782617875795,28.461715300425404,2.4851345725663,0.0
4.043359877671101,2.29324365457313,28.12019379778227,2.4411527259548036,0.0
4.137541083743484,3.020789140949575,31.658949683863497,2.766560269461598,0.0
4.718856235379514,2.5593732350387945,29.612347722454395,3.415351540407727,0.0
4.493584439832788,2.3045745989156656,29.47097031737878,2.392261569809263,0.0
5.157123666297637,2.3548342497837034,25.992275271186493,1.8671377607557724,0.0
4.545987962239394,2.403895807541704,31.270836060418453,2.8195364566364005,0.0
4.293848149332354,2.627249783920575,27.521483210293056,3.220696319964368,0.0
5.732824384460777,2.65685064641065,30.119865260532656,3.4801046998955316,0.0
4.8871118497567325,2.3278899988184265,30.554753875916383,2.8147354551658403,0.0
5.033764102343962,2.4926936223217053,32.7213171916773,2.835429357153599,0.0
4.287625906893272,3.142681107583559,27.382359201761776,3.461560293702299,0.0
4.727808637737409,3.0182629510302132,23.96097568835835,2.2521033201218317,0.0
5.055461294854933,2.6308971009022097,30.36769908950739,2.8445916899267965,0.0
4.424503211288848,2.51140104345046,33.601022363021706,3.076169555970023,0.0
5.187849009172836,2.5360093980154783,32.47789270587887,3.1796874885140136,0.0
4.699680655040598,2.684055391819125,30.41931883054925,2.796077322723647,0.0
4.854153125103362,2.1931622304404783,29.016727628735904,3.0137764046823365,0.0
4.699146693885302,2.4227870387729964,31.61424519327462,2.0046690586348044,0.0
5.926139092254469,1.9994247778367233,28.052907600591062,2.7367006350664607,0.0
4.993251387631033,2.6197669367815837,30.95271553871244,3.181403485021787,0.0
4.47114453552205,2.694158781910822,31.010940318333255,2.6070823862981283,0.0
5.411272456051594,2.355044061310188,32.12041981499776,3.023593688635839,0.0
4.389578175014488,2.97219602898701,35.51932007782216,3.178749000321079,0.0
5.104431797502378,2.1322703010992976,30.784831934357534,2.862980319656894,0.0
4.0201649380601125,2.060687535937054,28.982072748585004,3.0681855083986282,0.0
4.335906975550785,2.5673355455679916,29.948851375616012,2.6149069738861552,0.0
5.098430617934562,2.8141294907836465,26.461848190221765,2.9173554881215815,0.0
5.369233289997705,3.005178307437361,28.610573737821884,3.244086467835689,0.0
5.085684140594985,2.362334721139318,29.18143512377379,3.062789184387374,0.0
4.9421758588058795,2.8236042500293888,28.951823204130815,2.7653874921744257,0.0
4.849448152205356,2.488447459149788,30.304709744067445,3.0896865617163174,0.0
4.260739004816286,2.448211810017754,28.3551601352356,3.285843916254647,0.0
4.640077895802646,2.7650979812460017,32.242061334648945,2.1800234885690086,0.0
4.769680614520106,2.695696863524026,30.000414129836393,3.4636296259823594,0.0
5.528561113109458,2.027082352904725,29.981399357722772,2.865498104527571,0.0
5.1718091447842305,2.9429621049177688,29.344210566974166,3.1701959732960923,0.0
4.118479922318633,2.9140274062442355,30.31038136771796,3.478898769458091,0.0
5.162041984697398,2.312331189547141,31.65019652933527,2.4513305211078134,0.0
4.807458859791842,2.6187410600312226,28.265739568578198,2.7162235990289814,0.0
4.6615389998470205,2.6482090558848217,28.683767021849487,2.8845805216497182,0.0
5.305838144420434,2.5782021297471722,29.392547942446672,2.6864985915502286,0.0
5.515499761247975,2.334908453846374,27.308258153053572,3.6939746303347234,0.0
5.465640059558099,2.2985129896185845,28.361484280557004,2.6572911624692828,0.0
